vi_wseg,labels
"Tại các nơi đến thăm , các đồng_chí lãnh_đạo huyện đã ân_cần hỏi_thăm tình_hình sức_khoẻ , đời_sống của các gia_đình chính_sách , đồng_thời mong_muốn các gia_đình tiếp_tục phát_huy truyền_thống cách_mạng , gương_mẫu thực_hiện tốt các chủ_trương của Đảng , chính_sách của Nhà_nước và các phong_trào thi_đua yêu nước ở địa_phương , tích_cực tham_gia lao_động sản_xuất , góp sức xây_dựng quê_hương ngày_càng giàu_mạnh .",Social
"Ở ngoài sân , bác Yôl đang nói_chuyện với 5 người lạ .",Usual
"Về phẩm_chất chính_trị , đạo_đức , trình_độ chuyên_môn , nghiệp_vụ và năng_lực công_tác để bổ_sung kịp_thời cho ngành giáo_dục và đào_tạo năm_học 2019 - 2020 các huyện , thị_xã , thành_phố .",Education
Căn_cứ Quyết_định số 3593 / QĐ-UBND ngày 29/10/2014 của Uỷ_ban_nhân_dân tỉnh Bình_Định về việc ban_hành Kế_hoạch triển_khai Chiến_lược và Chương_trình hành_động của Chính_phủ thực_hiện Chiến_lược công_tác dân_tộc đến năm 2020 trên địa_bàn tỉnh Bình_Định ;,Politics
Lúc đầu mới đan được một trăm cái .,Usual
Con muốn được đi thăm thủ_đô Hà_Nội như anh Boong : .,Usual
Hôm kỉa mới đan được 3 cái .,Usual
Bà đang đan năm cái nữa .,Usual
Bố Yôl kể rằng : Bố_mẹ trồng những cây_ăn_quả đầu_tiên ở khu vườn này cách đây hơn bảy mươi năm .,Usual
"Mới_đây , Ban Chỉ_huy phòng_chống thiên_tai và tìm_kiếm cứu nạn hồ_chứa_nước Định_Bình đã họp triển_khai phương_án ứng_phó thiên_tai công_trình hồ_chứa_nước Định_Bình năm 2019",Politics
Anh quyết_định phải tìm ra người đó .,Usual
"Phân_Ure và Kali pha nước tưới với nông độ 0,3% , lượng bón 50 - 70 g / cây .",Science
Căn_cứ Pháp_lệnh Giống cây_trồng số 15/2004/PL-UBTVQH11 ngày 24 tháng 3 năm 2004 của Uỷ_ban thường_vụ Quốc_hội ;,Politics
"Khách_quan nhìn_nhận , dù kinh_tế - xã_hội ở khu_vực miền núi , vùng_cao đã có chuyển_biến tích_cực , nhưng tốc_độ tăng_trưởng kinh_tế còn thấp , cơ_cấu kinh_tế chuyển_dịch chậm và chưa vững_chắc .",Social
"Hôm_kia , Yôl cùng bà sang thăm .",Usual
"Hôm sau , bầy lợn vào rẫy ăn sắn .",Usual
"Và phát_huy giá_trị các di_tích lịch_sử - văn_hoá và danh_lam_thắng_cảnh trên địa_bàn huyện , thị_xã , thành_phố .",Social
"Kết_thúc hội_nghị , Đại_biểu Quốc_hội Đặng_Hoài_Tân ghi_nhận , tiếp_thu các ý_kiến của cử_tri , đồng_thời hứa sẽ chuyển những kiến_nghị này tới các cơ_quan_chức_năng giải_quyết sớm nhất trong phạm_vi quyền_hạn của mình .",Politics
Bà đang đan chín cái nữa .,Usual
Chỉ thấy tảng đá ông hay ngồi bỗng xuất_hiện dòng chữ kì_lạ trông rất đẹp .,Usual
"Yôl vừa làm vừa chơi , hết chạy đến chỗ chú lại chạy sang chỗ bố , có_khi lại mải_mê nhìn theo những chú bướm vàng trước mặt .",Usual
"Sở Kế_hoạch và Đầu_tư : Phối_hợp với Sở Tài_chính , Sở Văn_hoá và Thể_thao bố_trí kế_hoạch kinh_phí ngân_sách của tỉnh , đồng_thời tham_gia huy_động các nguồn tài_trợ trong và ngoài tỉnh cho Liên_hoan .",Politics
Trường_hợp các văn_bản quy_phạm_pháp_luật được dẫn chiếu để áp_dụng tại Quyết_định này,Politics
Chị_gái đang đan 1000 cái nữa .,Usual
"Tỷ_lệ hộ nghèo giảm ; cơ_bản không còn hộ dân ở nhà tạm ; đã thực_hiện có hiệu_quả các chính_sách hỗ_trợ phát_triển rừng , hỗ_trợ sản_xuất tăng thu_nhập",Social
Hoạt_động võ_thuật cổ_truyền trong những năm vừa_qua vẫn được duy_trì và phát_triển trên nhiều mặt .,Social
"Không bằng_lòng với cuộc_sống nghèo_đói , bác Nam đã mạnh_dạn vay tiền của ngân_hàng để phát_triển chăn_nuôi .",Social
"Cấp_uỷ đổi_mới phương_thức lãnh_đạo , hướng về cơ_sở , tăng_cường công_tác kiểm_tra , giám_sát nhờ vậy các nhiệm_vụ chủ_yếu đạt kết_quả khá",Social
"Hôm_kia , Yôl thường thả mèo rừng ở bãi có gần hồ , rồi đi lấy củi .",Usual
"Ngày_xửa_ngày_xưa , ở 1 làng nọ , có 1 chàng trai_trẻ mô côi từ nhỏ , nhà rất nghèo .",Usual
"Thiếu_nhi tài_năng trên các lĩnh_vực văn_hoá , nghệ_thuật , có ảnh_hưởng tích_cực trong thiếu_nhi : 03 em .",Social
Ngày_mai bà đi chợ bán củi .,Usual
"Đến khu , cụm công_nghiệp hoặc đến địa_điểm quy_hoạch làng_nghề thì Chủ cơ_sở ngành_nghề nông_thôn được hỗ_trợ một lần kinh_phí để di_dời , cụ_thể :",Social
"Thông_qua các buổi toạ_đàm , diễn_đàn trẻ_em , đối_thoại giữa học_sinh với Ban_Giám_hiệu nhà_trường , lãnh_đạo các cơ_quan , tổ_chức , đoàn_thể để các em có cơ_hội bày_tỏ những băn_khoăn , thắc_mắc , những tâm_tư , nguyện_vọng của bản_thân .",Social
"Sở Tư_pháp , Phòng Tư_pháp các huyện , thị_xã , thành_phố",Politics
"Bón phân xong tưới nước đều_đặn , vừa_phải cho phân tan để cây hấp_thụ từ_từ . Chú_ý không nên tưới quá nhiều nước cho cây vì nếu thừa nước cây sẽ ra đọt non ảnh_hưởng đến việc xử_lý ra hoa .",Science
Ông Trần_Minh_Quốc - Phó Viện trưởng Viện_Kiểm_sát nhân_dân tỉnh ;,Politics
"Ở ngoài sân , bố Yôl đang nói_chuyện với một người lạ .",Usual
"Toàn huyện đã thực_hiện tốt công_tác huy_động trẻ DTTS đến trường , vận_động số trẻ bỏ học , lưu_ban trở_lại_trường",Social
Làng có khoảng trên 3 mươi gia_đình người Ba na .,Social
"Đến rẫy , dượng và mẹ làm_cỏ bắp .",Usual
"Những đêm rằm , ông thường kể chuyện cho Yôl nghe .",Usual
Báo_cáo đánh gia hiện_trạng sản_xuất kinh_doanh bò thịt và thịt bò chất_lượng cao Bình_Định theo chuỗi giá_trị ;,Social
"Đồng_thời , xây_dựng bộ_máy Công_an gần dân , tận_tuỵ phục_vụ nhân_dân ; tổ_chức , vận_động và phát_huy tốt nhất sức_mạnh của nhân_dân tham_gia bảo_vệ an_ninh , trật_tự .",Social
Thế có phải chăn trâu không ạ ?,Usual
Con muốn làm người đưa thư ạ . Bố_con đang ở xa . Hôm nào con cũng mong thự của bố .,Usual
"Thời_gian : 1 năm 01 lần , trước kỳ họp cuối năm của Hội_đồng_nhân_dân tỉnh .",Politics
"Thông_qua lớp tập_huấn nhằm giúp đội_ngũ cán_bộ cơ_sở làm công_tác xây_dựng nông_thôn mới cập_nhật đầy_đủ , kịp_thời chỉ_đạo mới của Trung_ương , của tỉnh liên_quan đến công_tác xây_dựng nông_thôn mới .",Politics
"Dưới đám lá khô đã bắt_đầu mục , cỏ mọc lên tua_tủa .",Usual
"Việc trao_tặng các danh_hiệu , đề_nghị khen_thưởng thực_hiện theo quy_định của Nhà_nước .",Politics
"Lúc nãy , Yôl thường thả chim ở bãi có gần hồ , rồi đi lấy củi .",Usual
Lát nữa mình lên họp ở ấy ban xã .,Usual
"Xế trưa , Yôl thường thả gà ở bãi có gần hồ , rồi đi lấy củi .",Usual
Một_số sâu_bệnh hại thường gặp,Social
"Nội_dung sinh_hoạt đảng từng bước được đổi_mới , chất_lượng đảng_viên , chất_lượng sinh_hoạt chi_bộ được nâng lên , vị_trí , vai_trò lãnh_đạo của cấp_uỷ , của tổ_chức cơ_sở đảng ngày_càng được khẳng_định , niềm tin của quần_chúng nhân_dân đối_với Đảng ngày_càng được gắn chặt",Social
"Có tác_dụng thúc_đẩy phong_trào tập_luyện , biểu_diễn loại_hình nghệ_thuật này tại các Trường_học và tham_gia vào hoạt_động văn_hoá , văn_nghệ ở địa_phương .",Social
Điều 8 . Hỗ_trợ Dự_trữ giống lúa khắc_phục hậu_quả thiên_tai,Politics
"Ứng_dụng khoa_học , công_nghệ tiên_tiến , tạo ra các sản_phẩm có chất_lượng , giá_trị kinh_tế cao , đáp_ứng nhu_cầu thị_trường",Social
"Trong năm , Đảng_uỷ thị_trấn Vĩnh_Thạnh đã kết_nạp 12 quần_chúng vào đảng , tiếp_nhận 16 đảng_viên đến sinh_hoạt tại đảng_bộ , nâng tổng_số đảng_viên của thị_trấn đến nay là 373 đảng_viên .",Social
Ông Nguyễn_Xuân_Trang - Chuyên_viên Sở Giáo_dục - Đào_tạo .,Politics
"Phát_huy phẩm_chất "" Bộ_đội Cụ Hồ "" nêu cao gương sáng trong mọi hoạt_động ; thời_gian qua , các cấp hội CCB trong huyện đã triển_khai và thực_hiện nhiều giải_pháp giúp nhau phát_triển kinh_tế , giảm nghèo nhanh , bền_vững , góp_phần thực_hiện thắng_lợi các chương_trình , mục_tiêu phát_triển kinh_tế - xã_hội địa_phương",Social
Mình tên là Điêu . Nhà Yôl ở đâu ?,Usual
"Đến dự có đồng_chí Bùi_Tấn_Thành – Phó chủ_tịch UBND huyện ; đồng_chí Hồ_Thị_Hoàn – Phó chủ_tịch UBMTTQVN huyện , lãnh_đạo các ban_ngành đoàn_thể và đặc_biệt là sự có_mặt của 74 em học_sinh có thành_tích cao trong kỳ thi_tuyển sinh Đại_học năm 2019",Politics
Hôm_qua bà đan được 8 cái .,Usual
Năm sau chú đi chợ bán củi .,Usual
"Ở ngoài sân , dì Yôl đang nói_chuyện với ba người lạ .",Usual
"Thời_gian qua , Hội nông_dân các cấp trên địa_bàn huyện thường_xuyên phối_hợp với các ngành chuyên_môn , tham_gia thực_hiện các hoạt_động tư_vấn , hỗ_trợ về giống , phân_bón , vốn , chuyển_giao tiến_bộ KHKT … cho hội_viên nông_dân",Social
Em chạy đi múc nước suối cho bà uống .,Usual
"Buổi chiều , tớ ở nhà giúp cô làm_việc nhà .",Usual
Có trình_độ tin_học đạt chuẩn kỹ_năng sử_dụng công_nghệ_thông_tin cơ_bản,Social
Phấn_đấu đến năm 2025 đạt 17/19 tiêu_chí của bộ tiêu_chí quốc_gia về xây_dựng nông_thôn mới,Politics
Anh rể đang đan 9 cái nữa .,Usual
"Sau khi xét_duyệt chính_trị , Hội_đồng nghĩa_vụ_quân_sự huyện phối_hợp các ban , ngành , đoàn_thể liên_quan tiến_hành củng_cố hồ_sơ , tổ_chức khám sức_khoẻ và tiến_hành phát lệnh gọi khám tuyển",Politics
"Để Giám_đốc Sở Văn_hoá , Thể_thao và Du_lịch phối_hợp với Giám_đốc Sở Nội_vụ trình Chủ_tịch UBND tỉnh xem_xét , sửa_đổi , bổ_sung Quy_chế cho phù_hợp .",Politics
"Ngày_kia , Yôl cùng cậu sang thăm .",Usual
Chế_độ hoạt_động của Hội_đồng,Politics
"Bom giặc dội xuống không_chỉ để tiêu_diệt những ngôi làng Bana nhỏ_bé bên dòng Đak_Krông_Bung mà thâm_độc hơn , chúng muốn tiêu_diệt đồng_bào các dân_tộc_thiểu_số miền Tây tỉnh Bình_Định - vùng căn_cứ_địa của tỉnh",Social
"Được áp_dụng hình_thức tự thực_hiện nếu có đủ năng_lực theo quy_định của pháp_luật hoặc chỉ_định thầu đối_với các hợp_đồng tư_vấn , thi_công xây_lắp và mua_sắm thiết_bị ;",Politics
"Chủ_trì , phối_hợp với Sở Tài_chính , Sở Tài_nguyên và Môi_trường và các cơ_quan có liên_quan xác_định các nhiệm_vụ sử_dụng nguồn vốn đầu_tư từ ngân_sách nhà_nước , nhiệm_vụ thu_hút các nguồn vốn khác trong và ngoài nước",Politics
"Dịp này , xã Vĩnh_Hảo đã tặng 3 suất quà cho 3 hộ dân khó_khăn , mỗi suất quà trị_giá 300 nghìn đồng .",Social
"Tại nhiều nơi trên địa_bàn huyện , người_dân vẫn không có thói_quen gom rác lại để xử_lý",Social
Hôm_qua mợ đan được bảy cái .,Usual
Hôm nọ mới đan được mười cái .,Usual
"Dân_làng sống với nhau rất vui_vẻ . Buổi sáng đi làm rẫy , buổi tối gia_đình lại ngôi bên bếp lửa . Những ngày lễ hoặc khi có khách đến , dân_làng thường tập_trung ở nhà_rông để uống rượu_cần , nhảy_múa và ca_hát .",Usual
"Kiện_toàn Ban Chỉ_đạo phòng_chống dịch_bệnh động_vật cấp huyện , cấp xã . Phân_công trách_nhiệm cụ_thể cho từng thành_viên đứng_chân địa_bàn để kiểm_tra , đôn_đốc , giám_sát công_tác tổ_chức phòng , chống dịch_bệnh động_vật .",Politics
Hôm nọ mới đan được 1 cái .,Usual
"Thời_gian tới , Ban Dân_vận huyện_uỷ Vĩnh_Thạnh tiếp_tục đẩy_mạnh các phong_trào thi_đua yêu nước , trọng_tâm là phong_trào thi_đua "" Dân_vận khéo "" gắn với việc học_tập và làm theo tư_tưởng , đạo_đức , phong_cách Hồ_Chí_Minh và Nghị_quyết Trung_ương 4 ( khoá XII ) về Tăng_cường xây_dựng , chỉnh_đốn Đảng ; xây_dựng khối đại_đoàn_kết toàn dân_tộc , xây_dựng hệ_thống chính_trị trong_sạch vững_mạnh , thực_hiện thắng_lợi nhiệm_vụ KT-XH , quốc_phòng , an_ninh ở địa_phương đề ra .",Politics
"Đây là cách làm mới , tuy_nhiên để đạt hiệu_quả cao , người_dân cần được hướng_dẫn cụ_thể để việc xử_lý rác trong các bể chứa ít gây hại tới môi_trường",Social
Hôm_kìa mới đan được 3 cái .,Usual
"Được Nhà_nước hỗ_trợ đầu_tư hạ_tầng kỹ_thuật ngoài hàng_rào dự_án ( giao_thông , cấp_điện , cấp_thoát_nước ) ;",Politics
"Điều 2 . Nguyên_tắc phân_công và phối_hợp trong triển_khai hoạt_động kiểm_tra , giám_sát và thanh_tra chuyên_ngành .",Politics
"Hôm_nay , Yôl thường thả chó ở bãi có gần hồ , rồi đi lấy củi .",Usual
Hôm_qua chị_gái đan được một_cái .,Usual
"Bảo_vệ tính_mạng , tài_sản cho hơn 1.200 hộ dân trong mùa mưa_bão ;",Social
"Ở ngoài sân , bà Yôl đang nói_chuyện với 8 người lạ .",Usual
"Thông_qua nguồn kinh_phí từ các Chương_trình khác , lựa_chọn các đối_tượng đào_tạo dài_hạn và ngắn_hạn về nghiên_cứu , quản_lý và sản_xuất giống .",Social
"Tổ_chức triển_khai các giải_pháp tái đàn , phát_triển chăn_nuôi thuộc địa_bàn .",Social
Có đăng_ký nhu_cầu tuyển_dụng và 01 lãnh_đạo đại_diện bộ_phận làm công_tác tổ_chức cán_bộ của cơ_quan thường_trực,Politics
Bài viết sau đây ghi_nhận về hiệu_quả chương_trình sản_xuất lúa lai của dồng bào các dân_tộc_thiểu_số huyện Vĩnh_Thạnh .,Social
"Lúc nãy , tớ đang đi học lớp sáu ở trường làng .",Usual
"Chương_trình Phòng , chống tai_nạn thương_tích cho trẻ_em : 270.000.000 đồng .",Social
"Đồng_chí Nguyễn_Thị_Phong_Vũ cũng khẳng_định , việc quan_tâm , chăm_lo cho những gia_đình chính_sách , người có công với cách_mạng là truyền_thống , đạo_lý tốt_đẹp của dân_tộc ta , đồng_thời là tình_cảm , trách_nhiệm của mọi người_dân ; do_đó , những năm qua , tỉnh luôn dành nhiều sự quan_tâm , chăm_lo cho các gia_đình chính_sách , người có công với cách_mạng bằng những việc_làm cụ_thể , thiết_thực .",Social
Sáng sớm mới đan được 4 cái .,Usual
"Công_nghiệp , tiểu_thủ_công_nghiệp và ngành_nghề còn nhỏ , phát_triển chậm ; kết_cấu_hạ_tầng tuy đã được tăng_cường nhưng vẫn còn nhiều yếu_kém ; tỷ_lệ hộ nghèo cao so với bình_quân chung của tỉnh .",Social
"Một trong những mô_hình thực_hành tiết_kiệm , được nhiều chị_em hưởng_ứng là tiết_kiệm tại chi_hội với nhiều hình_thức như : nuôi heo đất tiết_kiệm tại chi_hội , xây_dựng hũ gạo tình_thương , tiết_kiệm từ nguyên vật_liệu phế_thải",Social
"Thời_gian qua tuy đã triển_khai một_số đề_tài trên địa_bàn tỉnh , nhưng chủ_yếu đi_sâu vào công_tác nghiên_cứu quá_trình hình_thành và phát_triển Võ cổ_truyền Bình_Định",Social
"Bác bảo : Ngày_xưa , có nhiều thú hơn , bẫy dễ được chim thú .",Usual
Quyết_định về việc thành_lập Ban Tổ_chức Lễ_hội du_lịch hè Bình_Định năm 2017,Politics
( Cỏ_Phụ lục 2 : Kế_hoạch phối giống bò Zebu và bò Drought master giai_đoạn từ 2015 - 2020 kèm theo ) .,Politics
"Tổ_chức quản_lý khai_thác , vận_hành quỹ nhà ở sinh_viên :",Social
Chị_gái đang đan 7 cái nữa .,Usual
đi thăm những chỗ nào,Usual
"Chăm_sóc , nuôi giữ giống gốc ; mua lợn đực , nái giống ngoại ; chi_phí_sản_xuất sản_phẩm kích_dục tố cho cá đẻ ; hỗ_trợ đầu_tư phòng thử_nghiệm quốc_gia và kiểm_nghiệm chất_lượng giống …",Science
"Căn_cứ Nghị_định số 69/2009/NĐ-CP ngày 13/8/2009 của Chính_phủ quy_định bổ_sung về quy_hoạch sử_dụng đất , giá đất , thu_hồi đất , bồi_thường , hỗ_trợ và tái_định_cư",Politics
Thím đang đan bốn cái nữa .,Usual
"Đến nay , toàn huyện xây_dựng được hàng chục mô_hình , điển_hình "" Dân_vận khéo "" , trong các lĩnh_vực kinh_tế , văn_hoá - xã_hội , an_ninh - quốc_phòng",Social
Con chưa thấy nhà ruộng à ?,Usual
"Phối_hợp với các sở , ngành , đơn_vị liên_quan trong việc vận_động tài_trợ và theo_dõi , quản_lý các nguồn kinh_phí phục_vụ Liên_hoan từ ngân_sách và tài_trợ .",Politics
"Đi được một đoạn , anh lén quay lại nhà .",Usual
"Hôm_kìa , tôi đang đi học lớp sáu ở trường làng .",Usual
"Lên luống cao 25 – 30 cm , rộng 1 – 1,2 m , có rãnh luống để thuận_tiện đi_lại chăm_sóc , đào bứng cây con và thoát nước tốt .",Science
"Hưởng_ứng phong_trào xây_dựng nông_thôn mới , thời_gian qua , Hội Liên_hiệp Phụ_nữ xã Vĩnh_Hảo phát_động , triển_khai thực_hiện nhiều phong_trào thi_đua , gắn các nội_dung hoạt_động với việc thực_hiện các tiêu_chí xây_dựng nông_thôn mới mà xã đã đề ra",Social
"Các cành để lại được buộc chặt vào giàn để tránh gió lay làm rách lá , rụng mắt và tránh để cành đè lẫn lên nhau .",Science
"Hôm_nay , hơn 7 nghìn học_sinh của huyện vùng_cao Vĩnh_Thạnh đến trường dự lễ khai_giảng năm_học 2019-2020",Social
"Đến nay , rau_an_toàn Vĩnh_Sơn đã được siêu_thị Big_C đặt_hàng thường_xuyên",Social
Hôm_qua dượng đan được 1000 cái .,Usual
Giải_pháp thức_ăn và nuôi_dưỡng :,Social
"Các ông ( bà ) có tên tại Điều 1 và các đơn_vị , hộ vay được kiểm_tra chịu trách_nhiệm thi_hành Quyết_định này kể từ ngày ký .",Politics
"Quyết_định ban_hành Kế_hoạch tuyển_dụng_viên_chức làm_việc tại các cơ_sở giáo_dục trung_học_cơ_sở , tiếu học , mầm_non năm 2019",Politics
Xét đề_nghị của Sở Nông_nghiệp và Phát_triển nông_thôn tại Tờ_trình số 2707 / TTr-SNN ngày 19 tháng 8 năm 2015,Politics
"UBND cấp xã ; các tổ_chức hội ; đoàn_thể nhận uỷ_thác cho vay chương_trình tín_dụng học_sinh , sinh_viên cấp huyện , xã",Politics
Ngày hôm_nay mới đan được 10 cái .,Usual
"Nhờ những biện_pháp tích_cực đó , năm 2019 trên địa_bàn xã không có trường_hợp nào trẻ_em sinh ra là con thứ 3 trở lên , trong khi đó năm 2018 là 3 trường_hợp",Social
"Đồng_chí Nguyễn_Thị_Phong_Vũ , UVBTV tỉnh_uỷ , Trưởng ban Ban Dân_vận tỉnh_uỷ , Chủ_tịch Uỷ_Ban MTTQ Việt_Nam tỉnh đã đi thăm , tặng quà cho gia_đình chính_sách huyện Vĩnh_Thạnh",Politics
"Buổi chiều , tớ ở nhà giúp anh rể làm_việc nhà .",Usual
"Hiện_nay , Hội Nông_dân huyện Vĩnh_Thạnh đã nhận uỷ_thác cho vay hộ nghèo tại Phòng giao_dịch Ngân_hàng Chính sách xã hội huyện với doanh_số cho vay đạt hơn 113,8 tỉ đồng / 2.524 lượt hộ vay",Social
"Gắn_bó với tổ_chức Hội và phong_trào nông_dân gần 10 năm , chị không ngừng đổi_mới nội_dung , phương_thức hoạt_động nâng cao vai_trò của tổ_chức hội , được đông_đảo cán_bộ , hội_viên nông_dân tin_yêu , quý_mến",Social
"Trước_mắt , tìm_kiếm , bồi_dưỡng những nhân_tố điển_hình , xuất_sắc trong học_sinh , sinh_viên và người làm công_tác giáo_dục đào_tạo",Social
"Tăng_cường các chương_trình bằng tiếng dân_tộc , gắn với chủ_đề của "" Ngày Văn_hoá các dân_tộc Việt_Nam "" tại Bình_Định",Social
Chủ_tịch Uỷ_ban_nhân_dân tỉnh,Politics
"Hiện_nay , thời_tiết đang trong giai_đoạn chuyển mùa là điều_kiện thuận_lợi để các loại dịch_bệnh bùng_phát",Social
Bác đang đan 100 cái nữa .,Usual
"Trong đợt giao quân lần này , huyện Vĩnh_Thạnh có 58 thanh_niên lên_đường nhập_ngũ , trong đó có 8 thanh_niên thực_hiện nghĩa_vụ công_an nhân_dân",Social
"Tỉnh theo_dõi , đôn_đốc , kiểm_tra và báo_cáo Chủ_tịch UBND tỉnh tình_hình triển_khai thực_hiện kế_hoạch này .",Politics
"Điểm a Khoản này hoặc trong trường_hợp cơ_quan , đơn_vị sử_dụng_viên_chức phát_sinh nhu_cầu tuyển_dụng mới trong cùng năm tuyển_dụng",Politics
Trong quá_trình triển_khai thực_hiện có_thể họp đột_xuất khi có nhiệm_vụ .,Politics
Làng có khoảng trên 9 mươi gia_đình người Kinh .,Social
"Những năm qua , MTTQ các cấp huyện Vĩnh_Thạnh đóng vai_trò quan_trọng trong việc xây_dựng và nhân rộng nhiều mô_hình thiết_thực trên địa_bàn dân_cư . Góp_phần xoá_đói_giảm_nghèo , phát_triển kinh_tế , thực_hiện hiệu_quả Cuộc vận_động "" Toàn dân đoàn_kết xây_dựng đời_sống văn_hoá ở khu dân_cư "" gắn với xây_dựng nông_thôn mới",Social
Buổi tối chị đi chợ bán củi .,Usual
"Sau đó tưới thưa dần tuỳ vào độ_ẩm của luống cây . Ngừng tưới nước trước khi thu_hoạch 7 - 10 ngày để làm tăng chất_lượng cho nho , làm cho quả không bị mềm sau khi thu_hoạch .",Science
Sở Lao_động - Thương_binh và Xã_hội,Politics
"Vào tháng_một , tháng hai , tháng ba hoặc tháng tám , tháng chín , tháng mười khi mùa_màng đã thu_hoạch xong .",Social
Sáng sớm cô đi chợ bán củi .,Usual
"Chỉ một năm sau , bác đã có thêm một con nghé và hơn chục con chó con .",Usual
"Mùa hè , Yôl thường chăn gà và tắm ở đó .",Usual
Trạm_xá xã Vĩnh_Sơn là hai dãy nhà nhỏ năm ở trung_tâm xã .,Usual
"Một_số chính_sách đối_với hộ nghèo như : nguồn vốn vay ưu_đãi ; chính_sách đào_tạo nghề , giải_quyết việc_làm , xuất_khẩu lao_động được quan_tâm",Social
Tất_cả là chín cái .,Usual
"Nhờ đó , bà_con đồng_bào dân_tộc_thiểu_số dần_dần từ_bỏ thói_quen du_canh , bám_trụ để sản_xuất lúa_nước , đời_sống được cải_thiện rõ_rệt và an_ninh lương_thực ở các khu_vực miền núi được bảo_đảm vững_chắc .",Social
"Để nâng cao hơn_nữa chất_lượng đời_sống người_dân trong huyện , năm 2020 huyện Vĩnh_Thạnh tiếp_tục đề ra nhiều giải_pháp thực_hiện",Social
Hôm_qua dượng đan được chín cái .,Usual
"Tuy_nhiên , bên cạnh kết_quả đạt được , kinh_tế trên địa_bàn huyện cũng gặp không ít khó_khăn do dịch_tả lợn châu_Phi , dịch sốt_xuất_huyết , thời_tiết nắng hạn kéo_dài , giá_cả một_số mặt_hàng nông_nghiệp tăng nhưng sản_lượng giảm do mất_mùa , nguyên_liệu cho sản_xuất công_nghiệp của một_số ngành_hàng còn hạn_chế , tình_trạng lấn_chiếm đất , xây_dựng trái_phép chưa được giải_quyết triệt_để , ảnh_hưởng không nhỏ đến nhiệm_vụ phát_triển kinh_tế - xã_hội của địa_phương",Social
Làng Kon_Đruch ở trên núi cao .,Usual
"Năm 2019 , Ban Tổ_chức Huyện_uỷ Vĩnh_Thạnh đã làm tốt công_tác tham_mưu cho thường_trực , Ban thường_vụ Huyện_uỷ lãnh_đạo , chỉ_đạo thực_hiện tốt các chỉ_tiêu , nhiệm_vụ trên các mặt công_tác như",Politics
Cậu đã đi chợ rồi .,Usual
"Công_tác xử_lý vi_phạm đối_với những trường_hợp phá rừng làm rẫy còn nhiều bất_cập , đối_tượng không có tiền nộp phạt , việc cưỡng_chế phá_bỏ hoa_màu , buộc trồng lại rừng đối_với một_số vụ chưa thực_hiện được",Social
"Căn_cứ Thông_tư số 02/2017/TT-VPCP ngày 31 tháng 10 năm 2017 của Bộ_trưởng , Chủ_nhiệm Văn_phòng Chính_phủ hướng_dẫn nghiệp_vụ về kiểm soát thủ_tục hành_chính ;",Politics
"Xây_dựng Chương_trình hành_động thực_hiện gắn với kế_hoạch thực_hiện các chỉ_thị , nghị_quyết của Đảng , các phong_trào thi_đua của ngành , địa_phương , cơ_quan , đơn_vị",Politics
Điều 3 . Chánh Văn_phòng UBND tỉnh ;,Politics
"Căn_cứ Nghị_quyết số 21/2019/NQ-HĐND ngày 11 tháng 7 năm 2019 của Hội_đồng_nhân_dân tỉnh Quy_định mức chi chúc_thọ , mừng thọ và tặng quà cho người cao_tuổi trên địa_bàn tỉnh Bình_Định",Politics
"Bây_giờ , Yôl thường thả lợn ở bãi có gần hồ , rồi đi lấy củi .",Usual
Anh rể đang đan sáu cái nữa .,Usual
"Xế trưa , Yôl thường thả chim ở bãi có gần hồ , rồi đi lấy củi .",Usual
"Đến thăm một_số gia_đình chính_sách trên địa_bàn huyện , đồng_chí đã ân_cần hỏi_thăm tình_hình sức_khoẻ , trò_chuyện cùng các đồng_chí thương , bệnh_binh và chúc các đồng_chí mạnh_khoẻ , trường_thọ để tiếp_tục làm điểm_tựa tinh_thần cho thế_hệ sau trong gìn_giữ và phát_huy truyền_thống cách_mạng .",Social
Lúc trước chú đi chợ bán củi .,Usual
"Ngày_mai , Yôl cùng bà sang thăm .",Usual
Ông đang đan 5 cái nữa .,Usual
"Trình_tự , thủ_tục xác_định đối_tượng và thực_hiện việc thuê nhà ở sinh_viên :",Politics
Bà_con đang ở xa .,Usual
Về trình_tự hỗ_trợ,Politics
Đoàn khảo_sát do ông Lý_Hoài_Nam – Trưởng Ban Kinh_tế - Xã_hội HDND huyện chủ_trì buổi làm_việc .,Politics
Ông đang đan 10 cái nữa .,Usual
Trước ngày thi ít_nhất 01 ngày làm_việc,Social
"Ngày_kia , tôi đang đi học lớp bốn ở trường làng .",Usual
"Mô_hình kinh_tế trang_trại vườn đồi , chăn_nuôi hiệu_quả cao xuất_hiện ngày_càng nhiều ở các xã miền núi , vùng_cao",Social
"Ngày hôm_kia , Yôl cùng anh rể sang thăm .",Usual
"Về lĩnh_vực y_tế , cử_tri kiến_nghị hiện_nay các hộ nghèo mặc_dù được miễn_giảm nhiều về viện_phí , nhưng khi nhập_viện vẫn phải đóng một khoản tiền ban_đầu khá lớn mới được nhập_viện , gây khó_khăn cho các hộ nghèo .",Social
Trong quá_trình phân_chia lô trên vườn điều phải chú_ý đến đường vận_chuyển . Việc chuẩn_bị hố trồng phải được đánh_dấu trước để bảo_đảm khoảng_cách trồng đúng như dự_kiến .,Science
